name,AngelList_website,tagline
Urban Flat,https://angel.co/company/urban-flat-1,New Generation Hotel
Shoopi,https://angel.co/company/shoopi,Shoopi is a social-shooping mobile app.
Ridley,https://angel.co/company/ridley,Control your personal data.
Eli Nutrition,https://angel.co/company/eli-nutrition,"Revolutionary zinc-based antacid that is safe, fast-acting, and long-lasting. "
Yondr,https://angel.co/company/yondr,Phone-free events and spaces
LocoRobo,https://angel.co/company/locorobo,A robotics company that helps kids master coding through robotics. 
Swagsy,https://angel.co/company/swagsy,Celebrity Product Recommendations
Metaconomy,https://angel.co/company/metaconomy,'Compliance Reporting in the Cloud' 
Save22,https://angel.co/company/save22,O2O (Online to Offline) Retail Directory
Relify,https://angel.co/company/relify,Individually tailored emails for every subscriber.
ROAR,https://angel.co/company/roar,Social Media and Mobile Apps for Non-Profits
LiveExercise,https://angel.co/company/liveexercise,Exercise as Entertainment
"BetterPet, Inc.",https://angel.co/company/betterpet-inc,Share and create amazing pet photos & videos.
MentQ,https://angel.co/company/mentq,Mental Health in the Cloud
RedTroops,https://angel.co/company/redtroops,White-labelled self serve ads platform
SWAP.RS,https://angel.co/company/swap-rs,Use any gift card in any store or web site. 
Achieved,https://angel.co/company/achieved,Share & discover the best activities for lifelong learning
Klip.in,https://angel.co/company/klip-in,Social Curation Tool for Fashion & Lifestyle Products. 
Kili,https://angel.co/company/kili,Public Cloud for Africa
Pathmapp,https://angel.co/company/pathmapp-1,Mobile A/B Testing
Loyalis,https://angel.co/company/loyalis,One-click set up and deploy BI + loyalty program for online retailers.
MSpaces [SHUT DOWN],https://angel.co/company/mspaces,eBay powerseller for AirBnB
Chatty,https://angel.co/company/chatty-1,Innovative Financial Services for Families
Insiderr,https://angel.co/company/insiderr,Anonymous Business Community
Donut Media,https://angel.co/company/donut-media-1,The media company for the next generation of car enthusiast.
Package Guard,https://angel.co/company/package-guard,Protect Packages from Package Thieves
ToolsCloud,https://angel.co/company/toolscloud,The Tools Developers Love.  Now in the Cloud.
Supercool School,https://angel.co/company/supercool-school,
Muir Data Systems,https://angel.co/company/muir-data-systems,Renewable Energy Data Management Platform
Mighty Spring,https://angel.co/company/mighty-spring,"Passive, anonymous job search"
Radicand,https://angel.co/company/radicand,Product Development for Hardware Start-Ups
IndianStage,https://angel.co/company/indianstage-1,Show promotion and ticketing in APAC
Collective.li,https://angel.co/company/collective-li,Share your life magazine
getSquareFeet,https://angel.co/company/getsquarefeet,An online investment platform for real estate
LOTEBOX,https://angel.co/company/lotebox,Maritime Shipping Sales Software
CARMAnation,https://angel.co/company/carmanation-1,Have it? Share it. Park it.
Miseh Distilling,https://angel.co/company/miseh-distilling,Liberian Rum
Verxigo,https://angel.co/company/verxigo,Coworking office space
Bonbouton,https://angel.co/company/bonbouton,A leader in thermal sensing for health monitoring and athletic performance
Callr,https://angel.co/company/callr,Never miss your next call
DearMissJ,https://angel.co/company/dearmissj-2,IT'S TIME FOR REAL JEWELRY AT FAIR PRICES
DST,https://angel.co/company/dst-3,E-Learning Driving Safety Courses
Gather,https://angel.co/company/gather-5,The way insurance should be.
AmpLive,https://angel.co/company/amplive,Amplive is a marketing platform for live streaming video 
Endless Robotics,https://angel.co/company/endlessrobotics,Building Intelligent Robots of the future
Trekk,https://angel.co/company/trekk,A new way to get things home. 
Social Prize,https://angel.co/company/social-prize,Discover. Like. Share. Win.
Neptune Mobile Devices,https://angel.co/company/neptune-mobile-devices,
Fastr,https://angel.co/company/fastr-io,"Making reading more exciting with user generated content, rich media and readlists."
PlugSurfing,https://angel.co/company/plugsurfing,AirBnB for EV charging
( GCI ) Gift Cards India Network,https://angel.co/company/gci-gift-cards-india-network,Innovating digital and physical gift cards in India
Lyricle,https://angel.co/company/lyricle,Pop Culture Trivia Games
iOTOS,https://angel.co/company/iotos-1,"Control and monitor any product, appliance or medical device via any mobile device."
GenieCam,https://angel.co/company/geniecam,"Internet Connected Vehicle Video System for Accident Avoidance, Safety, and Infotainment"
BleepBleeps,https://angel.co/company/bleepbleeps,A family of little friends that make parenting easier
UpdateZen,https://angel.co/company/updatezen,You manage people. We make it easy.
MiCMALi,https://angel.co/company/micmali,Games with Social Missions
Sevamob,https://angel.co/company/sevamob-1,Convenient access to primary healthcare in developing countries
Jagger,https://angel.co/company/jagger,Pandora for activities.
Botmetric,https://angel.co/company/botmetric,Intelligent diagnostics and auto healing for your Cloud
Fattmerchant,https://angel.co/company/fattmerchant-3,Fattmerchant offers flat rate payment technology solutions and simple merchant services.
eXlogue,https://angel.co/company/exlogue,Learning network
tuvakita.com,https://angel.co/company/tuvakita-com,The Crowdfunding for whatever you want 
Answer.ky,https://angel.co/company/answer-ky,automatically graded assignments for teachers!
Bandy,https://angel.co/company/bandy-2,Bartering On Ebay
ReSHARP,https://angel.co/company/knife-robot-auto-sharp,Automated Knife Sharpening
CampusProtein.com,https://angel.co/company/campusprotein-com,"High quality, affordable, and convenient supplementation for college students. "
Rippld,https://angel.co/company/rippld,platform that allows creatives to build collaborative teams more efficiently 
PeopleCount,https://angel.co/company/peoplecount,"Make your political opinions count - vote, use & share them"
Cooklet,https://angel.co/company/cooklet,Flipboard for foodies.
Memoriis,https://angel.co/company/memoriis,"Personal Content Management Cloud Service,DropBox meets Pinterest "
Planese,https://angel.co/company/planese,Collaborative Home Improvement
Realy,https://angel.co/company/realy,Mobile first Real Estate platform
NiLi,https://angel.co/company/nili,Twitter for Nightclubs 
InvestReady,https://angel.co/company/investready,Scalable Accredited Investor Verification Service
HashParade,https://angel.co/company/hashparade,Live social stream inside a business.
rankedHiRe,https://angel.co/company/rankedhire,Where talent meets opportunity faster.
Coinigy,https://angel.co/company/coinigy,Blockchain Market Intelligence
Arrive,https://angel.co/company/arrive-1,The Zenefits of Commercial Auto Insurance
Owlaxy,https://angel.co/company/owlaxy-1,Like Kickstarter for kids' savings accounts. 
Verre,https://angel.co/company/verre,Simplifying ground transportation for corporate clients 
Pop,https://angel.co/company/sendpop,Semi-synchronous video texting
doctHERs,https://angel.co/company/docthers,Nurse-Assisted Telemedicine by Home-Based Female Doctors
OBE Gaming Inc.,https://angel.co/company/obe-gaming-inc,Groundbreaking technology that allows users to control and feel digital worlds.
Paper,https://angel.co/company/paperhq,The Future of Contracts
Rich Receipts,https://angel.co/company/rich-receipts,Receipts as personalized circulars 
TLC Secure,https://angel.co/company/tlc-secure,"Secure Blockchains, cryptocurrencies and IoT"
ItsGoinOn,https://angel.co/company/itsgoinon,
MySongToYou,https://angel.co/company/mysongtoyou,
MyDoorman,https://angel.co/company/mydoorman,
New York Rock Exchange,https://angel.co/company/new-york-rock-exchange,Connecting artists and fans.
VentureCrowd,https://angel.co/company/venturecrowd,AngelList for Universities
Sensimob,https://angel.co/company/sensimob,Field Team  Manager 
Clinata,https://angel.co/company/clinata,World's Largest Marketplace for Clinical Research
Oscar Tech,https://angel.co/company/oscar-tech,Remotely managed tablet app for seniors who are not experienced with computers.
SWAN Sleep Solutions,https://angel.co/company/swan-sleep-solutions,Corporate Wellness Rests on Sleep
LoyalBe,https://angel.co/company/loyalbe,LinkedIn for Merchants - Merchant Network
Wigzo Technologies,https://angel.co/company/wigzo-technologies-1,We are a Customer Intelligence Marketing Automation Suite. 
Align,https://angel.co/company/align,Astrology Mobile Dating
Sparc,https://angel.co/company/sparcstart,Mobile social video recruiting platform
Halaler,https://angel.co/company/halaler,Modern matchmaking for Muslim professionals
MarketNotify,https://angel.co/company/marketnotify,The Evolution Of Email Marketing
Clay Piggy,https://angel.co/company/claypiggy,Game Based Learning
Custom Med Patient  Services,https://angel.co/company/custom-medical-services-for-you, Web-based Video Consultation and Concierge Service for Patients with Chronic Diseases.
IndieU,https://angel.co/company/indieu,'Ticketmaster' Meets 'Meetup' for Colleges
Anú Dairy,https://angel.co/company/anu-dairy,Vitamin K2 rich Butter
Boardroom Advisory Services,https://angel.co/company/boardroom-advisory-services,Fee and equity based consulting services start up advisory and directorial boards.
Booking Angel,https://angel.co/company/booking-angel,
Ratchet Studio,https://angel.co/company/ratchet-studio,"Creating a universe, one game at a time."
Pipefish,https://angel.co/company/pipefish,Taste based social network
Dr. GreenLeaf,https://angel.co/company/dr-greenleaf,The Safest Medical Marijuana Play
Lodestone Social Media,https://angel.co/company/lodestone-social-media-1,Lodestone Converts Crowds into Commerce
KICKRESUME,https://angel.co/company/kickresume,World's most advanced resume builder
Tumotorizado.com,https://angel.co/company/tumotorizado-com,"Immediate pick-up and delivery, on demand!"
FrameBuzz,https://angel.co/company/framebuzz-1,Better online video commenting (SoundCloud)
The ANT Works,https://angel.co/company/the-ant-works,Revolutionizing Technology Intelligence
Contractor View,https://angel.co/company/contractor-view,Software for the independent residential contractor and home remodeler
Global EduGate,https://angel.co/company/global-edugate,"Chinese aggregator of online degrees, certificates, and MOOCs"
RUE CINQ,https://angel.co/company/rue-cinq,LUXURY BEAUTY MADE PERSONAL
eSpend,https://angel.co/company/espend,The Future of Payments
invisu.me,https://angel.co/company/invisu-me,Storytelling for Startups
Skill Scout,https://angel.co/company/skill-scout,Better recruiting with job videos and hands-on interviews
Bon Appétit,https://angel.co/company/bon-appetit,Enhanced dining experience via smartphone
Saphium Biotechnology,https://angel.co/company/saphium-biotechnology,compostable bioplastic for 3D printing 
Vidicons,https://angel.co/company/vidicons-1,AI Powered YouTube for chat
Tech4stress,https://angel.co/company/tech4stress,Stress Management with AI in VR
bob's game,https://angel.co/company/bob-s-game,Social/mobile simulation game
1UP,https://angel.co/company/1up,Mobile Competition with Friends
High School Sports Entertainment,https://angel.co/company/high-school-sports-entertainment,Associated Press of High School Sports
Original Life,https://angel.co/company/original-life,Innovation in agriculture 
Tangoo,https://angel.co/company/tangoo,Advocate & Social Media Marketing For Hospitality
bsavi,https://angel.co/company/bsavi,The most intuitive personal finance app that enables users to save as they spend daily.
Kollabr,https://angel.co/company/kollabr,"Request it, authorize it, and execute it."
FenestraPro,https://angel.co/company/fenestrapro,Efficient Facade Design for Architects
Ganozi SD,https://angel.co/company/ganozi-sd,https://www.youtube.com/watch?v=f4Sin8GC91k
OFIXU,https://angel.co/company/ofixu,Airbnb of Commercial Spaces
Endorsee,https://angel.co/company/endorsee,Manages artist endorsement with musical instrument manufacturers.  
Aloha Falls,https://angel.co/company/aloha-falls-1,Miniature Golf & Brewpub
Advisity,https://angel.co/company/advisity-1,Advisity is a online professional advice platform for Hispanic Market. 
Confession9.com,https://angel.co/company/confession9-com,Online apparel private Label
Tsar Gift,https://angel.co/company/tsar-gift,Laserton is the revolutionary medical tonometer
Satya Media Group,https://angel.co/company/satya-media-group,One Click Away Video Calling
AntiLand,https://angel.co/company/secret-messenger,Anonymous Chat Rooms & Dating
Merriam Tech,https://angel.co/company/merriam-tech-inc,AI Driven Document Exploration 
StreamPub,https://angel.co/company/streampub-1,Automated marketplace for video bloggers and advertisers
Vendable,https://angel.co/company/vendable,Collaborative online commodities logistics and trade platform
Commun.it,https://angel.co/company/commun-it,Commun.it is the first B2B Social Media Retargeting Manager for SMBs.
YoPro Global,https://angel.co/company/yopro-global,A Global Community of Young Professionals enjoying Experientology
StartupBlink,https://angel.co/company/startupblink,An all inclusive Global Startup Ecosystem platform and directory of global business data
PocketCab,https://angel.co/company/pocketcab,Free Direct-to-driver Taxi and Town Car hailing app. 
ClearPath,https://angel.co/company/clearpath-1,Predictive GPS Navigation System
PricePanorama,https://angel.co/company/pricepanorama,"Professional, online prices mnitoring for any country."
Plored,https://angel.co/company/plored,Ecommerce Content Sales
PingMe,https://angel.co/company/getpinged,Meet the friends you didn't know you had.
Dooda,https://angel.co/company/dooda,Forget the Past!
Preditiva,https://angel.co/company/preditiva,We are the Google Analytics for the Refrigeration systems
Energyly,https://angel.co/company/energyly,IoT company in real-time energy monitoring & analytics for businesses to save ENERGY
GEO'Supp,https://angel.co/company/geo-supp-1,When and Where
Message Near,https://angel.co/company/l88r,Effortlessly Send Location-Based Messages
ArsenicVolt,https://angel.co/company/arsenicvolt,Radically Low Cost Arsenic Removal
Blendoor,https://angel.co/company/blendoor,blind recruiting app mitigating unconscious bias
Metrica Sports,https://angel.co/company/metrica-sports,We help coaches improve the performance of their teams through data and video analysis. 
galleri5,https://angel.co/company/galleri5,India's Fastest Growing Influencer Marketing Platform
Taskulu,https://angel.co/company/taskulu,"Highly integrated, extensible online collaboration platform"
Stickerpipe Stickers,https://angel.co/company/stickerpipe,Stickers and virtual goods Marketplace
FotoGurus,https://angel.co/company/fotogurus,"Marketplace for Visual Assets ( Virtual & Augmented Reality, Photography and Videos)"
VersionEye,https://angel.co/company/versioneye,Follow Products and get notified about new versions!
BaiBoard,https://angel.co/company/baiboard,"Create, share and collaborate on your knowlege"
TaskAssure,https://angel.co/company/taskassure,"Trust but VERIFY: any service, any time, any place!"
SPEAKIPLAY SAS,https://angel.co/company/speakiplay-sas,A virtual living-abroad experience for a 50€ subscription 
Vilondo,https://angel.co/company/vilondo,
TAXIMOTIONS,https://angel.co/company/taximotions,Your taxi business in motion
Neighborbee,https://angel.co/company/neighborbee-2,"NYC Coop/Condo social Network.  Crowd Buying, hyper-local advertising."
Whole Com,https://angel.co/company/whole-com,Solar Development Company
Quikey,https://angel.co/company/quikey,"Simple, Fast, Intentional Audio Messaging"
Pointr,https://angel.co/company/pointr,"Indoor Positioning, Navigation and Analytics"
8packs,https://angel.co/company/8packs,Salesforce for Race Events
Kalakaars,https://angel.co/company/ghotu-motu-productions,Connecting artists with job providers
HomeEco,https://angel.co/company/homeeco,Marketplace for residential green building and services
UniQreate,https://angel.co/company/uniqreate,"UQ allows Enterprises to find, aggregate, analyze, extract and organize unstructured data"
Aquinas Learning,https://angel.co/company/aquinas-learning,Using AI to Help Employees Learn on the Job
Jugaad,https://angel.co/company/jugaad-3,Complete home services aggregation
IDVigil,https://angel.co/company/idvigil,Identity Breach Notification service
On For Friday,https://angel.co/company/on-for-friday,Social Media Online Dating
Engine eCommerce,https://angel.co/company/engine-commerce,Conversion Focused SaaS Ecommerce Platform
Mirada,https://angel.co/company/miradatechnologies,Eyes for Automation
FindHire,https://angel.co/company/findhire-1,A job network to help people find great jobs and give them the tools to land them.
Motley Green,https://angel.co/company/motley-green,A social media evolution in sustainability. Get your own Green score.
The Intelligence Community,https://angel.co/company/the-intelligence-community,"The Decentralized, Private Intelligence Agency"
vidbid,https://angel.co/company/vidbid-1,Live Video Shopping
Digitalcade,https://angel.co/company/digitalcade,Universal Prize Platform
CorpCache,https://angel.co/company/corpcache,Swipe your Corporate Credit Card and instantly reduce Dining and Entertainment expenses. 
MedPAC Technologies,https://angel.co/company/medpac-technologies,Web/mobile applications for Long-term and Post Acute Care.
Realie,https://angel.co/company/realie-1,Authenticating & Verifying Real Images
FotoDish,https://angel.co/company/fotodish,"restaurant, dish picture, personalized recommandation, mobile app"
SGRECX,https://angel.co/company/sgrecx,Early payments on invoices.
Payhero,https://angel.co/company/payhero,Get paid faster with Payhero
CNS Therapy,https://angel.co/company/cns-therapy-ag,defibrillator for chronic pain
SynsorMed,https://angel.co/company/synsormed,Simple Telehealth for Healthcare Providers
MassagePanda,https://angel.co/company/massagepanda,Massage At Your Door
Startup Insight,https://angel.co/company/startup-insigh,Financial modeling for Startups
Novostorm Technologies,https://angel.co/company/novostorm-technologies,Patient Flow Monitoring Solution
Ravean,https://angel.co/company/ravean,World's First Heated Down Jacket
Kagu Technologies,https://angel.co/company/kagu-technologies-1,Business Immigration Suite
My Bodega Online,https://angel.co/company/mybodegaonline,eGrocer platform for bodegas
MykonosReserve.com,https://angel.co/company/mykonosreserve-com,VIP Online Reservations
Nutricula Magazine,https://angel.co/company/nutricula-magazine,32 Published issues/3 million unique visitors a month.
Bluesurf adRinger,https://angel.co/company/bluesurf-adringer,Doubleclick for click to call
iCare Intelligence,https://angel.co/company/icare-intelligence,Healthcare Analytics for Healthplans and ACOs
ideatrade,https://angel.co/company/ideatrade,Trade startups before they start
In Spirit,https://angel.co/company/in-spirit,"Mixology, bottled. "
Pipeline Labs,https://angel.co/company/pipeline-labs,Match.com for Technology Companies and Sales Talent.
Younto,https://angel.co/company/younto-inc,Find Outdoor Activities
Higher Admission,https://angel.co/company/higher-admission,A marketplace where colleges bid on students
e-NABLE Haiti,https://angel.co/company/e-nable-haiti,low-cost 3D-printed prosthetics
LLOBE Design,https://angel.co/company/llobe-design,Design Agency for Startups
Crunch Data,https://angel.co/company/crunch-data,Solution Provider for Business Analytics 
International Payment Processing Network,https://angel.co/company/ippn-1,Credit Card Processing
Safina Ventures,https://angel.co/company/safina-ventures,
Embedded Brand,https://angel.co/company/embedded-brand,Plugin : Directed advertising on Billions of Shipment Tracking pages / US Patent granted 
mLakshmi,https://angel.co/company/mlakshmi,Mobile credit for low-income customers
Gamex.io,https://angel.co/company/gamex-io,Google For Gamers.
CSC Asia Pacific,https://angel.co/company/csc-asia-pacific,"Experienced Finance, Risk, and process experts in Asia"
CoPocket,https://angel.co/company/copocket,
Heresy Brand,https://angel.co/company/heresy-brand,Radical fashion IP
Rebelmix,https://angel.co/company/rebelmix,
TwitChat,https://angel.co/company/twitchat-2,Private and Group Messaging for Twitter
Engage Stage,https://angel.co/company/engage-stage,"Engagement Sports Marketing™ Get fans vested in the game, increase marketing ROI & revenue"
Tabture,https://angel.co/company/tabture,Frictionless social browsing
Prism Digital,https://angel.co/company/prism-digital,Recruiter for our Technology Incubator (Y&B) and External Clients
7even Dynamics,https://angel.co/company/7even-dynamics,Performance Footwear without lacing
River Ventures,https://angel.co/company/river-ventures,Investing in singe and multi-family residences in California
Intake123,https://angel.co/company/intake123,Practice Area Apps with Auto Client Intake
Grid Waste,https://angel.co/company/grid-waste-1,"The EASIEST, FASTEST, CHEAPEST way to hire and manage waste collectors. Save up to 65%. "
ORATOV,https://angel.co/company/oratov,Park Your Car With Peace of Mind!
Dugout FC,https://angel.co/company/dugout-fc,Real Fantasy Football
Mugatunes,https://angel.co/company/mugatunes-1,Intercollegiate music sharing platform. #NoShittyMusic
Fanceat,https://angel.co/company/fanceat,Haute cuisine made simple
herbsack,https://angel.co/company/herbsack-1,Organic Hemp Biodegradable Bacteria-Resistant Reusable Washable Totebags
PayBack,https://angel.co/company/payback-2,b2b blockchain for financing
Hanteras,https://angel.co/company/hanteras,
Meetian,https://angel.co/company/meetian-1,Enterprise Meeting Productivity
Spinball Sports,https://angel.co/company/spinball-sports,Next Generation Pitching Machines
Life Dashboard,https://angel.co/company/life-dashboard,AI Cockpits for your Inbox
App Growth Labs,https://angel.co/company/app-growth-labs,Data-driven Mobile Marketing Agency
JoyRyde,https://angel.co/company/joyryde-1,An app that rewards safe driving behavior.
Grocerize,https://angel.co/company/grocerize,The best way to buy groceries - for the 348M people who spend $1.4 trillion.
Birthday Slam,https://angel.co/company/birthday-slam-1,
MetaCell,https://angel.co/company/metacell,Building cutting edge life sciences software.
Incentivibe,https://angel.co/company/incentivibe,Cost-sharing for expensive social promotions
Centre Wicket,https://angel.co/company/centre-wicket,"Its Mathletics for Cricket. Online Sports Coaching, Content and Management Platform"
VU Security,https://angel.co/company/vu-security-1,Mobile Based Identity Security
Gitoon,https://angel.co/company/gitoon,curAtive publishing platform
Nabzem,https://angel.co/company/nabzem,"Video Marketplace - Discover, Learn and Connect via interactive video"
Cookbooth Enterprise,https://angel.co/company/cookbooth-enterprise-1,Photorecipes by chefs & foodies
Musthaver,https://angel.co/company/musthaver,A social product tool that helps you find&share the must-have items in your life
Perpetual,https://angel.co/company/perpetual,
Craze,https://angel.co/company/clusterize-1,Your personalized event app
aRoo,https://angel.co/company/aroo,Capture and rank anything and share them as you hop from places or experiences.
Washerz,https://angel.co/company/washerz,Laundry As A Utility Service (like the water service)
Blue Crow Media,https://angel.co/company/blue-crow-media,High quality curated city guides for contemporary urban life.
StoryTap,https://angel.co/company/storytap,Collect customer video reviews at scale and drive sales (Techstars Anywhere '18)
ELMCY,https://angel.co/company/elmcy,
Field Nimble,https://angel.co/company/field-nimble,SaaS business management for $800B home services industry.
Marvelmind Robotics,https://angel.co/company/marvelmind-robotics,Precise (+-2cm) indoor navigation system for autonomous robots
"You, Baby and I",https://angel.co/company/you-baby-i-1,Personal shopping assistant for moms powered by analytics.
Proper Cloth,https://angel.co/company/proper-cloth,Custom Dress Shirts
SeeMail,https://angel.co/company/seemail-1,Voicemail + Photo = SeeMail.  The Story Behind The Photo ®
decidequick,https://angel.co/company/decidequick,Klout for Stuff
Spottlife,https://angel.co/company/spottlife,"Social life, simplified."
LearnRev,https://angel.co/company/learnrev,Revolutionising higher education
Point N Time Software,https://angel.co/company/point-n-time-software,Accelerate Your Sales and Increase Win Rates
Vroomie,https://angel.co/company/vroomie,Pioneering rideshare network & apps
Akvolution,https://angel.co/company/akvolution,
CouponRoller,https://angel.co/company/couponroller,World's First Gamified Marketing Platform for eCommerce
Zappka,https://angel.co/company/zappka,Zappka is Twitter of apps
qandies,https://angel.co/company/qandies,uniqueness from local businesses
Toky,https://angel.co/company/toky,Communication tool for businesses and customers
Pindrop Music,https://angel.co/company/pindrop-music,Location based music(Spotify)
The North Circular,https://angel.co/company/the-north-circular,High fashion knit by grandmas
Stentle,https://angel.co/company/stentle,Omnichannel commerce platform for the Fashion. 
Privi Medical,https://angel.co/company/privi-medical,Innovative solution to help millions of sufferers manage hemorrhoid symptoms at home
BlurtBox,https://angel.co/company/blurtbox,Customer Feedback Reimagined
Capptu,https://angel.co/company/capptu-1,Uber for Authentic & Local photographs
EuaN Group  of  Companies,https://angel.co/company/euantx-1,"Manufacturing, Trading  and  Software "
Inspectivize Technologies,https://angel.co/company/inspectivize-technologies,Instantly book inspections. 
Bee Scene,https://angel.co/company/bee-scene, Revolutionizing events by combining face to face interaction with social networking
Virally,https://angel.co/company/virally,Social Content Marketing
Easy Touch,https://angel.co/company/easy-touch,Mobile Marketing and Loyalty App
Simple Era,https://angel.co/company/simple-era,Affordable call center operations
Xloudia,https://angel.co/company/xloudia,Search within Video
Ovahi,https://angel.co/company/ovahi,"Loyalty paper punch/stamp cards but on smartphones. Convenient, intelligent, and secure."
goGeo,https://angel.co/company/gogeo,"Explore your data on a map, no matter how big it is."
Airspaced,https://angel.co/company/airspaced-1,Connecting owners of commercial real estate with short-term tenants.
Nowtalk,https://angel.co/company/nowtalk,a network of live group chats around the web
ThingMUSE,https://angel.co/company/thingmuse,Cultivating a Connected Future
bnkle,https://angel.co/company/bnkle-3,Like google for fashion
Vrezey Pty,https://angel.co/company/vrezey-pty-ltd,Innovative Solutions For Multi Location Practices
Fridayd,https://angel.co/company/fridayd,Do-it-for-me Virtual Assistance for Job Seekers
Statbeat,https://angel.co/company/statbeat,"Online tool, store and network for your tournament and league"
CX Group,https://angel.co/company/cxgroup,Big Data Customer Retention SaaS
ChugaChaga,https://angel.co/company/chugachaga,Chaga mushroom tea
SwiftPet,https://angel.co/company/swiftpet,Marketing Automation for Pet Care Providers
Hypercell,https://angel.co/company/avr-augmented-virtual-reality,A Location Based Virtual Reality Theme Park solution
abangabang.com,https://angel.co/company/abangabang-com-1,Taking a primitive US$13billion apparel industry in Indonesia online
GOIN!,https://angel.co/company/goinmexico,Netflix for places.
Jama Cocoa,https://angel.co/company/jama-cocoa,It's like Starbucks for chocolate
Lets Intern Career Solutions,https://angel.co/company/lets-intern-career-solutions,"A LinkedIn for students to connect with each other, employers and career services"
Diveboard,https://angel.co/company/diveboard,Fostering your passion for the ocean
Biomech,https://angel.co/company/biomech,Next generation fitness tracker based on iPhone. Runkeeper for Bodyweight exercises. 
WeGreen,https://angel.co/company/wegreen-1,Your Marketplace for Sustainable Products.
Rhyboo,https://angel.co/company/rhyboo,API platform to build second screen apps.
