Organization Name,Organization Name URL,Categories,Full Description
Handy,https://www.crunchbase.com/organization/handybook,"Apps, Home Renovation, Software","Handy, formerly Handybook, was founded in 2012 by Oisin Hanrahan, Umang Dua, Ignacio Leonhardt, and Weina Scott. Handy is the quickest, most reliable way to book household service providers. Within a couple of minutes, users can book a pre-approved home cleaner or handyman for a time that is convenient for them. All users need to do is tell Handy what you need to get done, where you live, and what time works for you, and they do the rest! The Handy platform is available in the UNited States, Canada and the United Kingdom. Handy has facilitated millions of bookings, served over 500,000 customers and activated over 50,000 independent professionals. Handy is proud to connect customers with the home cleaning and installation services they need for their homes. They offer access to a wide network of professionals in a variety of fields, each with their own set of skills to help you get your living space in top shape. To book in under 60-seconds just download the Handy app or visit Handy.com. When you book with Handy.com for home cleaning or a maintenance provider to service your home, you can rest assured that your needs will be met at the highest possible level. Pros on the Handy platform are experienced, friendly and background-checked. Learn more https://www.handy.com/trust-and-safety. Convenience is just one aspect of the Handy cleaning and maintenance experience. Your happiness is their goal. If you’re not happy, we’ll work to make it right via the Handy Happiness Guarantee - https://www.handy.com/handy-guarantee. Whether it’s a comprehensive cleaning, pesky plumbing, enigmatic electrical, or any of a number of interior needs from painting to hanging shelves, their customers know there’s only one name to trust. They at Handy know how much home cleaning can get in the way of the rest of your life. You’re busy enough without having to take on the job of making your place a decent one to live in. Let Handy home cleaning and maintenance professionals be your on-call service for whatever pops up, and you’ll always know you’re in reliable hands. For jobs big and small, the solution is right at your fingertips. Just download the Handy app or visit Handy.com to get on your way to a reliable and easy solution for whatever issues your home throws at you."
Highspot,https://www.crunchbase.com/organization/highspot-2,"Enterprise Software, SaaS, Sales Automation, Software","Highspot gives businesses a powerful sales advantage to engage in more relevant buyer conversations and achieve their revenue goals. Through AI-powered search, analytics, in-context training, guided selling, and 50+ technology integrations, the Highspot platform delivers enterprise-ready sales enablement in a modern design that sales reps and marketers love. Using Highspot, sales teams can quickly find the best-performing content, and customize it for each opportunity—while marketers gain insights on content use and effectiveness to develop a data-driven strategy. With 90 percent average monthly recurring usage and global support in 125 countries, Highspot is the most trusted solution for sales enablement. Learn how Highspot helps businesses modernize their sales and marketing at http://www.highspot.com."
Haptik,https://www.crunchbase.com/organization/haptik,"Artificial Intelligence, Customer Service, Machine Learning, Messaging, Real Time","Haptik is one of the world's largest chatbot platforms. We've built more than 100 chatbots across BFSI, e-commerce, utility, telecom and more for key interaction points such as Support, Feedback, Engagement and Lead Generation.  Our proprietary technology across all key components of conversational AI include NLP, Bot builder, Analytics, Agent dashboard and AI Trainer team. Overall reach - 100Mn  Messages processed per month - 100Mn messages  Our customers - 50+  Bots made - 100+  Total messages processed till date: ~1.2 Bn"
Huami,https://www.crunchbase.com/organization/huami,"Fitness, Health Care, Internet of Things, Lifestyle, Wearables, Wellness","Launched in 2014, Huami is the top #1 wearable device company in the world, ahead of Apple and Fitbit, with over 50 million units sold. Huami's mission is to seamlessly connect biomechanical signals and daily activities with smart data services to promote healthy living and to make our lives easier. The product line of fashionable activity trackers and smartwatches under the Amazfit brand, including the Pace, Arc, Cor, Bip, Moonbeam and Equator, effortlessly track activity without sacrificing style. Huami is the exclusive provider of wearable technology for Xiaomi and maker of the Mi Band. Huami has raised $35 million from Sequoia Capital, Shunwei Capital Partners, Banyan Capital, Morningside Ventures and Xiaomi. The company is privately-held and headquartered in Beijing and and Mountain View, CA."
HackerRank,https://www.crunchbase.com/organization/hackerrank,"Employment, Recruiting, Skill Assessment","HackerRank is a technical hiring platform that helps businesses evaluate software developers based on skill. Over 1,000 customers across all industries, including 5 out of the top 8 commercial bank institutions in the U.S. and 4 of the top 7 retail companies, rely on HackerRank’s automated skills assessments to evaluate and hire technical talent from around the world.  More than 3.4 million developers (over 10 percent of the global developer population) trust HackerRank to learn and practice coding. On average, HackerRank powers one challenge every 15 seconds in over 35 programming languages."
Holloway,https://www.crunchbase.com/organization/holloway,"Content, Education, Internet, Publishing","With hundreds of hours of research, writing, and editing, Holloway's comprehensive Guides help readers make better decisions."
HOVER,https://www.crunchbase.com/organization/hover-3d,"3D Technology, Computer Vision, Enterprise Software, Machine Learning, Mobile","HOVER, the company on a mission to create a single source of truth for the physical world, transforms smartphone photos of any property into an accurate, interactive 3D model, giving homeowners the power to unlock the true potential of their largest economic asset. With HOVER, homeowners and contractors can receive exact measurements, design their home with different products and colors, and purchase materials directly through the app.  Thousands of exterior contractors are using HOVER to save time and money on every project, establish instant credibility and close more business. HOVER’s insurance industry customers use the up-to-date measurements to reduce claim adjusting costs, decrease cycle times, and improve the overall customer experience.  The company offers detailed exterior measurements for doors, roofing, siding, windows, and much more. The company was founded in 2011 and is headquartered in San Francisco, CA, USA."
Honest Buildings,https://www.crunchbase.com/organization/honest-buildings,"Analytics, Commercial Real Estate, Construction, Information Technology, Real Estate, Software","Honest Buildings is the #1 integrated, data-driven project management and procurement platform purpose-built for commercial real estate owners and managers. Industry leaders like SL Green, Related Companies, Invesco, Parkway Properties, and The JBG Companies use Honest Buildings to centralize project data, increase transparency, automate bid management, and standardize reporting. Honest Buildings' customers have used the platform to manage over $1 billion in capital projects, making it the most widely used building technology platform of its kind. The $8 trillion global real estate operations, design, and construction community deserves technology that is second to none. It deserves to be empowered by a forward-thinking community of practitioners that care about making the world better.  At Honest Buildings, we hope to play a small part in making this community hugely successful as the fabric of our cities depends on it. This industry is deeply important to us because buildings are something each of us interact with every single day, and those buildings add up to the cities in which we live. It’s an industry with some of the most interesting, complex problems, and we need the best people and tools to solve them."
Helix,https://www.crunchbase.com/organization/helix,"Big Data, Biotechnology, Genetics, Health Care, Personal Health, Wellness","Helix is a rapidly growing startup focused on personal genomics.  Helix has a simple but powerful mission: to empower every person to improve their life through DNA. It is creating an ecosystem where people can explore diverse, and uniquely personalized applications provided by high-quality partners. Helix handles sample collection, DNA sequencing, and secure data storage so that its partners can develop on-demand products in areas such as health, fitness, nutrition, lifestyle, genealogy, and inherited traits. Helix is headquartered in the San Francisco Bay Area and operates one of the world’s largest next-generation sequencing laboratories in San Diego."
Huawei Technologies,https://www.crunchbase.com/organization/huawei,"Information and Communications Technology (ICT), Mobile, Security, Telecommunications, Web Hosting, Wireless","Huawei Technologies is a telecom solutions company that offers infrastructure application software and devices with wireline, wireless, and IP technologies. The company’s products and solutions have been deployed in over 100 countries and have served 45 of the world's top 50 telecom operators as well as one third of the world's population. Huawei Technologies has 3 divisions in the United States: enterprise (IP networking and routers, wireless, storage, data center security), carrier, and consumer devices (smartphones and tablets). Founded in January 1987, Huawei Technologies is headquartered in Shenzhen, Guangdong. Its testing lab is based in Plano, Texas with an additional office in Santa Clara, California."
HomeAway,https://www.crunchbase.com/organization/homeaway,"Advertising, Computer, Peer to Peer, Software, Tourism, Travel","HomeAway operates an online vacation rental property marketplace that enables property owners and managers to market properties for rental to vacation travelers alongside its subsidiaries. Its portfolio includes vacation rental websites, such as HomeAway.com, VRBO.com, and VacationRentals.com in the United States, HomeAway.co.uk and OwnersDirect.co.uk in the United Kingdom, HomeAway.de in Germany, Abritel.fr and Homelidays.com in France, HomeAway.es and Toprural.com in Spain, AlugueTemporada.com.br in Brazil, HomeAway.com.au and Stayz.com.au in Australia, and Bookabach.co.nz in New Zealand.  HomeAway also owns travelmob.com, an Asia Pacific short-term rental site as well as operates BedandBreakfast.com, a site for finding bed and breakfast properties. Moreover, it offers HomeAway software for professionals at software and Glad to Have You products.  HomeAway operated its online marketplace through 40 websites in 22 languages and included approximately one million paid listings of vacation rentals in approximately 190 countries as of December 31, 2014. Brian Sharples and Carl Shepard founded CEH Holdings in February 2004 that became HomeAway in 2006.  HomeAway has its headquarters in Austin in Texas. It operates as a subsidiary of Expedia as of December 14, 2015. "
Homeis,https://www.crunchbase.com/organization/homeis,"Communities, Private Social Networking, Social Network","Homeis is a culture network for local, foreign-born communities. The vision for the product is to connect immigrants together around critical tasks, including finding local services, learning about their new society, and connecting with peers in a similar situation as themselves."
Hmlet,https://www.crunchbase.com/organization/hmlet,"Coworking, Hospitality, Property Development, Rental, Social Network","Hmlet is a co-living company that offers rooms and full apartments for young working professionals. It caters to international talent, helping them balance their lifestyles, finances, and natural desire to connect. The startup enables individuals to come together as a community to actively collaborate and contribute to a more purposeful life. Hmlet started out in 2016 in Singapore with locations in Tokyo, Hong Kong, Sydney, and soon Melbourne."
Habito,https://www.crunchbase.com/organization/hey-habito,"Finance, Financial Services, FinTech","Habito will get you the best mortgage possible. Fast, transparent and impartial - they’ll take care of it. Using a unique combination of cutting edge technology and industry-leading mortgage experts, homebuyers can, for the first time, be sure they are getting the best deal for them. Whether you’re a first-time buyer, you’re moving, remortgaging, or simply taking back control of your finances, a mortgage is a big decision - it’s no surprise that 4 out of 5 people seek advice from a broker. Unlike a traditional broker, their technology analyses every mortgage on the market from over 90 lenders to find the best one for you in seconds. Once they find you the right mortgage, they ’ll be with you every step of the way. You’ll have a dedicated mortgage expert who will keep you updated with the progress of your application from start to finish, and will always be on the end of the phone or livechat to answer your questions."
Houghton Mifflin Harcourt,https://www.crunchbase.com/organization/houghton-mifflin-harcourt,"Content, E-Learning, EBooks, Education","Houghton Mifflin Harcourt is a global learning company specialized in pre-K–12 education content, services, and technology solutions. It develops and delivers interactive, results-driven learning solutions that advance teacher effectiveness and student achievement. Through curricula and technology innovation, Houghton Mifflin Harcourt collaborates with school districts, administrators, teachers, parents, and students. The company also publishes an extensive line of reference works and award-winning literature for adults and young readers. Houghton Mifflin Harcourt serves more than 50 million students in over 150 countries worldwide, while its award-winning children’s books, novels, non-fiction, and reference titles are enjoyed by readers throughout the world. The company was founded in 1864 and is headquartered in Boston, M.A."
Hike,https://www.crunchbase.com/organization/hike,"Apps, Messaging, Mobile, Online Portals, Social Network","Hike provides Hike Messenger, an instant P2P messaging application that lets users send messages and share files such as photos, videos, and songs online and/or SMS to their families and friends worldwide. Its Hike Messenger also lets users message their friends offline, hide their private chats with a password, and express with regional and localized stickers in their native languages.  Hike also offers a voice-calling application. Its Hike Messenger supports Android, iOS, Windows, Blackberry, and Nokia platforms. It offers its applications through Google Play, Nokia Ovi Store, Windows Store, iTunes Store, and other mobile app stores.  Kavin Bharti Mittal founded Hike on December 21, 2012. Its headquarters is in New Delhi in India. "
Hibob,https://www.crunchbase.com/organization/hibob,"Computer, Consulting, Human Resources, Information Technology, Software","Hibob provides cloud based human resources (HR) management software. It offers Bob, a cloud based software that is used as a central hub for all information about the people.  Hibob’s Bob is used to see, manage, and engage with the things that the teams are most passionate about and allows all the staff to see, understand, and engage with their benefits. Moreover, its solution is used to manage all staff holidays and absence centrally.  Amit Knaani, Andy Bellass, Israel David, and Ronni Zehavi founded Hibob in 2015. It has its headquarters in Tel Aviv in Israel."
Headset,https://www.crunchbase.com/organization/headset,"Big Data, Cannabis, Computer, Software","Headset is a data-driven tech company that provides business intelligence platform for the cannabis industry. Their services cover an array of specialized needs that businesses in the industry have, be they growers, extractors, processors, or retailers. The company was born out of a mission to help operators make more informed business decisions through data. It aggregates multiple reporting sources to help analysts, producers, and retailers see opportunities and stay ahead of product trends. Headset was founded in 2015 and is based in Seattle, Washington."
Houseparty,https://www.crunchbase.com/organization/life-on-air,"Internet, Mobile, Social Network, Video, Video Chat","Houseparty is currently available for iPhone, Android, Mac, and Chrome."
Hootsuite,https://www.crunchbase.com/organization/hootsuite,"Advertising, Apps, Brand Marketing, Messaging, SaaS, Social Media","Hootsuite is the world's most widely used platform for managing social media. More than 15 million users, including 800+ of the Fortune 1000 companies, trust Hootsuite to manage their social media programs across multiple social networks from one integrated dashboard."
HoneyBook,https://www.crunchbase.com/organization/honeybook,"Apps, FinTech, SaaS","HoneyBook is the leading financial and business management platform for solopreneurs and freelancers. Creative entrepreneurs across industries, from photographers to graphic designers and marketing professionals, connect through the platform to manage their business, collaborate and book clients -- all in one place. HoneyBook enables creative entrepreneurs to focus more on doing what they love and less on administrative tasks like invoicing and payments. From the first inquiry to the final payment, HoneyBook makes it easy for people to book their ideal client faster, more frequently, and with less legwork. Founded in 2013, HoneyBook is based in San Francisco and funded by Citi Ventures, Norwest Venture Partners, Aleph, Vintage Investment Partners and Hillsven Capital."
Hyundai Motor Company,https://www.crunchbase.com/organization/hyundai-motor-company,"Automotive, Manufacturing, Transportation","The Hyundai Motor Company is a South Korean multinational automotive manufacturer headquartered in Seoul, South Korea. The company was founded in 1967 and, along with its 32.8% owned subsidiary, Kia Motors, together comprise the Hyundai Motor Group, which is the world's fifth largest automaker based on annual vehicle sales in 2012. In 2008, Hyundai Motor (without Kia) was ranked as the eighth largest automaker. As of 2012, the Company sold over 4.4 million vehicles worldwide in that year, and together with Kia total sales were 7.12 million."
